ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.12583943833943834,0.6364138438880707,0.48740236247816604,0.9916631107227575,0.1892574314243085,0.0002771874247462458,-0.9548921951249025,-1.4282923447072144,1.972676485773781
